dt,close_value
2022-05-08,18
2022-05-09,11
2022-05-10,10
2022-05-11,12
2022-05-12,12
2022-05-13,10
2022-05-14,9
2022-05-15,10
2022-05-16,14
2022-05-17,8
2022-05-18,12
2022-05-19,13
2022-05-20,13
2022-05-21,13
2022-05-22,14
2022-05-23,10
2022-05-24,12
2022-05-25,11
2022-05-26,12
2022-05-27,12
2022-05-28,13
2022-05-29,14
2022-05-30,10
2022-05-31,16
2022-06-01,17
2022-06-02,13
2022-06-03,10
2022-06-04,14
2022-06-05,10
2022-06-06,13
2022-06-07,15
2022-06-08,17
2022-06-09,11
2022-06-10,13
2022-06-11,12
2022-06-12,14
2022-06-13,11
2022-06-14,8
2022-06-15,7
2022-06-16,7
2022-06-17,9
2022-06-18,6
2022-06-19,6
2022-06-20,9
2022-06-21,9
2022-06-22,11
2022-06-23,11
2022-06-24,11
2022-06-25,14
2022-06-26,14
2022-06-27,12
2022-06-28,10
2022-06-29,13
2022-06-30,11
2022-07-01,11
2022-07-02,14
2022-07-03,11
2022-07-04,14
2022-07-05,19
2022-07-06,18
2022-07-07,18
2022-07-08,20
2022-07-09,24
2022-07-10,24
2022-07-11,22
2022-07-12,16
2022-07-13,15
2022-07-14,18
2022-07-15,15
2022-07-16,21
2022-07-17,24
2022-07-18,20
2022-07-19,30
2022-07-20,31
2022-07-21,34
